,lex,default,qal,nif,piel,pual,hit,hif,hof,hsht,pasq,etpa,nit,hotp,tif,htpa,poal,poel
4600,MQWH==/,,,,,,,,,,,,,,,,,
4601,MQWM/,sted,,,,,,,,,,,,,,,,
4602,MQWR/,,,,,,,,,,,,,,,,,
4603,MQX/,,,,,,,,,,,,,,,,,
4604,MQXWT/,,,,,,,,,,,,,,,,,
4605,MQVR/,,,,,,,,,,,,,,,,,
4606,MQVRWT/,,,,,,,,,,,,,,,,,
4607,MQVRT/,,,,,,,,,,,,,,,,,
4608,MQL/,,,,,,,,,,,,,,,,,
4609,MQLWT/,,,,,,,,,,,,,,,,,
4610,MQLV/,,,,,,,,,,,,,,,,,
4611,MQL<T/,,,,,,,,,,,,,,,,,
4612,MQNH/,"kvæg, ejendom",,,,,,,,,,,,,,,,
4613,MQNH=/,,,,,,,,,,,,,,,,,
4614,MQNJHW/,,,,,,,,,,,,,,,,,
4615,MQSM/,,,,,,,,,,,,,,,,,
4616,MQY/,,,,,,,,,,,,,,,,,
4617,MQYW</,,,,,,,,,,,,,,,,,
4618,MQY<H/,,,,,,,,,,,,,,,,,
4619,MQQ[,,,,,,,,,,,,,,,,,
4620,MQR>/,,,,,,,,,,,,,,,,,
4621,MQRH/,,,,,,,,,,,,,,,,,
4622,MQRH=/,,,,,,,,,,,,,,,,,
4623,MQRH==/,,,,,,,,,,,,,,,,,
4624,MQCH/,,,,,,,,,,,,,,,,,
4625,MQCH=/,,,,,,,,,,,,,,,,,
4626,MQCH==/,,,,,,,,,,,,,,,,,
4627,MR/,,,,,,,,,,,,,,,,,
4628,MR=/,dråbe,,,,,,,,,,,,,,,,
4629,MR==/,,,,,,,,,,,,,,,,,
4630,MR>=[,,,,,,,,,,,,,,,,,
4631,MR>[,,,,,,,,,,,,,,,,,
4632,MR>H/,"syn, udseende",,,,,,,,,,,,,,,,
4633,MR>H=/,,,,,,,,,,,,,,,,,
4634,MR>H==/,,,,,,,,,,,,,,,,,
4635,MR>CWT/,,,,,,,,,,,,,,,,,
4636,MRB/,,,,,,,,,,,,,,,,,
4637,MRBDJM/,,,,,,,,,,,,,,,,,
4638,MRBH/,,,,,,,,,,,,,,,,,
4639,MRBH=/,,,,,,,,,,,,,,,,,
4640,MRBJT/,,,,,,,,,,,,,,,,,
4641,MRBY/,,,,,,,,,,,,,,,,,
4642,MRBY=/,,,,,,,,,,,,,,,,,
4643,MRBQ/,,,,,,,,,,,,,,,,,
4644,MRGW</,,,,,,,,,,,,,,,,,
4645,MRGLT/,,,,,,,,,,,,,,,,,
4646,MRGMH/,,,,,,,,,,,,,,,,,
4647,MRG<H/,,,,,,,,,,,,,,,,,
4648,MRD/,,,,,,,,,,,,,,,,,
4649,MRD=/,,,,,,,,,,,,,,,,,
4650,MRD[,,,,,,,,,,,,,,,,,
4651,MRDWT/,,,,,,,,,,,,,,,,,
4652,MRDK/,,,,,,,,,,,,,,,,,
4653,MRDK_BL>DN/,,,,,,,,,,,,,,,,,
4654,MRDKJ/,Mordokaj,,,,,,,,,,,,,,,,
4655,MRDP/,,,,,,,,,,,,,,,,,
4656,MRH/,,,,,,,,,,,,,,,,,
4657,MRH=/,,,,,,,,,,,,,,,,,
4658,MRH[,,,,,,,,,,,,,,,,,
4659,MRWD/,,,,,,,,,,,,,,,,,
4660,MRWZ/,,,,,,,,,,,,,,,,,
4661,MRWX/,,,,,,,,,,,,,,,,,
4662,MRWM/,"høj, højt sted, det høje",,,,,,,,,,,,,,,,
4663,MRWM=/,,,,,,,,,,,,,,,,,
4664,MRWY/,,,,,,,,,,,,,,,,,
4665,MRWYH/,,,,,,,,,,,,,,,,,
4666,MRWYH=/,,,,,,,,,,,,,,,,,
4667,MRWQJM/,,,,,,,,,,,,,,,,,
4668,MRWT/,,,,,,,,,,,,,,,,,
4669,MRZX/,,,,,,,,,,,,,,,,,
4670,MRX[,,,,,,,,,,,,,,,,,
4671,MRXB/,,,,,,,,,,,,,,,,,
4672,MRXQ/,,,,,,,,,,,,,,,,,
4673,MRXCT/,,,,,,,,,,,,,,,,,
4674,MRV[,,,,,,,,,,,,,,,,,
4675,MRJ/,,,,,,,,,,,,,,,,,
4676,MRJ>/,"fedekvæg, dyr avlet til opfedning",,,,,,,,,,,,,,,,
4677,MRJB_B<L/,,,,,,,,,,,,,,,,,
4678,MRJBH/,,,,,,,,,,,,,,,,,
4679,MRJBH=/,,,,,,,,,,,,,,,,,
4680,MRJH/,Moria,,,,,,,,,,,,,,,,
4681,MRJH=/,,,,,,,,,,,,,,,,,
4682,MRJWT/,,,,,,,,,,,,,,,,,
4683,MRJM/,,,,,,,,,,,,,,,,,
4684,MRJRWT/,,,,,,,,,,,,,,,,,
4685,MRJRJ/,,,,,,,,,,,,,,,,,
4686,MRK/,,,,,,,,,,,,,,,,,
4687,MRKB/,,,,,,,,,,,,,,,,,
4688,MRKBH/,,,,,,,,,,,,,,,,,
4689,MRKBT/,,,,,,,,,,,,,,,,,
4690,MRKLT/,,,,,,,,,,,,,,,,,
4691,MRMH/,"bedrag, svig",,,,,,,,,,,,,,,,
4692,MRMH=/,nedtrampet land,,,,,,,,,,,,,,,,
4693,MRMWT/,,,,,,,,,,,,,,,,,
4694,MRMS/,nedtrampet land,,,,,,,,,,,,,,,,
4695,MRNTJ/,,,,,,,,,,,,,,,,,
4696,MRS/,,,,,,,,,,,,,,,,,
4697,MRSN>/,,,,,,,,,,,,,,,,,
4698,MR</,,,,,,,,,,,,,,,,,
4699,MR<=/,,,,,,,,,,,,,,,,,
4700,MR<H/,,,,,,,,,,,,,,,,,
4701,MR<JT/,,,,,,,,,,,,,,,,,
4702,MR<LH/,,,,,,,,,,,,,,,,,
4703,MRP>/,,,,,,,,,,,,,,,,,
4704,MRP>=/,,,,,,,,,,,,,,,,,
4705,MRPF/,,,,,,,,,,,,,,,,,
4706,MRY[,,,"være skadellig,, være pinefuld",,,,,,,,,,,,,,
4707,MRY</,syl,,,,,,,,,,,,,,,,
4708,MRYPT/,,,,,,,,,,,,,,,,,
4709,MRQ/,,,,,,,,,,,,,,,,,
4710,MRQ[,,,,,,,,,,,,,,,,,
4711,MRQX/,,,,,,,,,,,,,,,,,
4712,MRQXH/,,,,,,,,,,,,,,,,,
4713,MRQXT/,,,,,,,,,,,,,,,,,
4714,MRR/,,,,,,,,,,,,,,,,,
4715,MRR[,,,,,,,,,,,,,,,,,
4716,MRRH/,,,,,,,,,,,,,,,,,
4717,MRRH=/,,,,,,,,,,,,,,,,,
4718,MRRJ/,,,,,,,,,,,,,,,,,
4719,MRRJ=/,,,,,,,,,,,,,,,,,
4720,MRCH/,,,,,,,,,,,,,,,,,
4721,MRCH=/,,,,,,,,,,,,,,,,,
4722,MRC<T/,,,,,,,,,,,,,,,,,
4723,MRTJM/,,,,,,,,,,,,,,,,,
4724,MC/,,,,,,,,,,,,,,,,,
4725,MC>/,,,,,,,,,,,,,,,,,
4726,MC>=/,,,,,,,,,,,,,,,,,
4727,MF>/,"last, byde, afgift",,,,,,,,,,,,,,,,
4728,MF>=/,,,,,,,,,,,,,,,,,
4729,MF>==/,,,,,,,,,,,,,,,,,
4730,MF>===/,,,,,,,,,,,,,,,,,
4731,MC>B/,,,,,,,,,,,,,,,,,
4732,MC>H/,,,,,,,,,,,,,,,,,
4733,MF>H/,,,,,,,,,,,,,,,,,
4734,MC>WN/,,,,,,,,,,,,,,,,,
4735,MC>L/,,,,,,,,,,,,,,,,,
4736,MC>LH/,,,,,,,,,,,,,,,,,
4737,MC>RT/,dejtrug,,,,,,,,,,,,,,,,
4738,MF>T/,,,,,,,,,,,,,,,,,
4739,MCBYWT/,,,,,,,,,,,,,,,,,
4740,MCBR/,,,,,,,,,,,,,,,,,
4741,MCBR=/,,,,,,,,,,,,,,,,,
4742,MCBT/,,,,,,,,,,,,,,,,,
4743,MFGB/,"højt sted, tilflugststed",,,,,,,,,,,,,,,,
4744,MCGH/,,,,,,,,,,,,,,,,,
4745,MCH/,,,,,,,,,,,,,,,,,
4746,MCH=/,Moses,,,,,,,,,,,,,,,,
4747,MCH[,,,,,,,,,,,,,,,,,
4748,MCW>H/,,,,,,,,,,,,,,,,,
4749,MCW>WT/,,,,,,,,,,,,,,,,,
4750,MCWBB/,,,,,,,,,,,,,,,,,
4751,MCWBH/,,,,,,,,,,,,,,,,,
4752,MCWGH/,,,,,,,,,,,,,,,,,
4753,MCWV/,,,,,,,,,,,,,,,,,
4754,MFWKH/,,,,,,,,,,,,,,,,,
4755,MFWR/,,,,,,,,,,,,,,,,,
4756,MFWRH/,,,,,,,,,,,,,,,,,
4757,MFWF/,,,,,,,,,,,,,,,,,
4758,MCX[,,"salve, indvi",,,,,,,,,,,,,,,
4759,MCXH/,,,,,,,,,,,,,,,,,
4760,MCXH=/,,,,,,,,,,,,,,,,,
4761,MCXH==/,,,,,,,,,,,,,,,,,
4762,MCXH===/,,,,,,,,,,,,,,,,,
4763,MCXJT/,,,,,,,,,,,,,,,,,
4764,MFXQ/,,,,,,,,,,,,,,,,,
4765,MCXR/,,,,,,,,,,,,,,,,,
4766,MCXT/,,,,,,,,,,,,,,,,,
4767,MCXT=/,"skamferet, vansiret ansigt",,,,,,,,,,,,,,,,
4768,MCXT==/,"fejl, skade",,,,,,,,,,,,,,,,
4769,MCVWX/,,,,,,,,,,,,,,,,,
4770,MCVX/,,,,,,,,,,,,,,,,,
4771,MFVMH/,,,,,,,,,,,,,,,,,
4772,MCVR/,,,,,,,,,,,,,,,,,
4773,MCJ/,,,,,,,,,,,,,,,,,
4774,MCJZB>L/,,,,,,,,,,,,,,,,,
4775,MCJX/,salvet,,,,,,,,,,,,,,,,
4776,MCK/,,,,,,,,,,,,,,,,,
4777,MCK=/,,,,,,,,,,,,,,,,,
4778,MCK[,,"gribe, trække",,,,,,,,,,,,,,,
4779,MCKB/,"seng, sofa, leje",,,,,,,,,,,,,,,,
4780,MFKH/,,,,,,,,,,,,,,,,,
4781,MCKWT/,,,,,,,,,,,,,,,,,
4782,MFKJL/,,,,,,,,,,,,,,,,,
4783,MFKJT/,,,,,,,,,,,,,,,,,
4784,MCKN/,"bolig, mødetelt, tabernakel",,,,,,,,,,,,,,,,
4785,MFKRT/,,,,,,,,,,,,,,,,,
4786,MCL/,,,,,,,,,,,,,,,,,
4787,MCL=/,,,,,,,,,,,,,,,,,
4788,MCL==/,,,,,,,,,,,,,,,,,
4789,MCL===/,,,,,,,,,,,,,,,,,
4790,MCL=[,,lave spottevise,,,,,,,,,,,,,,,
4791,MCL[,,"styre, regere",,,,,"sætte til at styre, udøve magt",,,,,,,,,,
4792,MCLWX/,,,,,,,,,,,,,,,,,
4793,MCLX/,"gøremål, forehavende, aktiviet",,,,,,,,,,,,,,,,
4794,MCLXT/,,,,,,,,,,,,,,,,,
4795,MCLM/,,,,,,,,,,,,,,,,,
4796,MCLMWT/,,,,,,,,,,,,,,,,,
4797,MCLMJH/,,,,,,,,,,,,,,,,,
4798,MCLMJHW/,,,,,,,,,,,,,,,,,
4799,MCLMJT/,,,,,,,,,,,,,,,,,
4800,MCLMT/,,,,,,,,,,,,,,,,,
4801,MCMH/,,,,,,,,,,,,,,,,,
4802,MCMN/,,,,,,,,,,,,,,,,,
4803,MCMNH/,,,,,,,,,,,,,,,,,
4804,MCMNJM/,,,,,,,,,,,,,,,,,
4805,MCM</,,,,,,,,,,,,,,,,,
4806,MCM<=/,,,,,,,,,,,,,,,,,
4807,MCM<T/,,,,,,,,,,,,,,,,,
4808,MCMR/,,,,,,,,,,,,,,,,,
4809,MFMRH/,,,,,,,,,,,,,,,,,
4810,MCMRT/,"krav, forpligtelse",,,,,,,,,,,,,,,,
4811,MCNH/,"kopi, anden bydel",,,,,,,,,,,,,,,,
4812,MCSH/,,,,,,,,,,,,,,,,,
4813,MC<WL/,,,,,,,,,,,,,,,,,
4814,MC<J/,,,,,,,,,,,,,,,,,
4815,MC<M/,,,,,,,,,,,,,,,,,
4816,MC<N/,,,,,,,,,,,,,,,,,
4817,MC<N=/,,,,,,,,,,,,,,,,,
4818,MC<NH/,,,,,,,,,,,,,,,,,
4819,MC<NT/,"stok, krykke, støtte",,,,,,,,,,,,,,,,
4820,MFPX/,,,,,,,,,,,,,,,,,
4821,MCPXH/,"storfamilie, slægt, klan",,,,,,,,,,,,,,,,
4822,MCPXT/,,,,,,,,,,,,,,,,,
4823,MCPV/,"dom, retfærdighed, beslutning, skik",,,,,,,,,,,,,,,,
4824,MCPTJM/,,,,,,,,,,,,,,,,,
4825,MCQ/,"arv, søn af arv=arving (?)",,,,,,,,,,,,,,,,
4826,MCQ=/,,,,,,,,,,,,,,,,,
4827,MCQD/,,,,,,,,,,,,,,,,,
4828,MCQH/,,,,,,,,,,,,,,,,,
4829,MCQWL/,,,,,,,,,,,,,,,,,
4830,MCQWP/,,,,,,,,,,,,,,,,,
4831,MCQL/,,,,,,,,,,,,,,,,,
4832,MCQLT/,,,,,,,,,,,,,,,,,
4833,MCQ</,,,,,,,,,,,,,,,,,
4834,MCRH/,,,,,,,,,,,,,,,,,
4835,MFRH/,,,,,,,,,,,,,,,,,
4836,MCR<J/,,,,,,,,,,,,,,,,,
4837,MFRPWT/,,,,,,,,,,,,,,,,,
4838,MFRPWT_MJM/,,,,,,,,,,,,,,,,,
4839,MFRQH/,,,,,,,,,,,,,,,,,
4840,MFRT/,,,,,,,,,,,,,,,,,
4841,MCC[,,,,,,,,,,,,,,,,,
4842,MCTH/,"fest, middag med udskænkning af drikkevarer",,,,,,,,,,,,,,,,
4843,MT/,,,,,,,,,,,,,,,,,
4844,MTBN/,,,,,,,,,,,,,,,,,
4845,MTG/,,,,,,,,,,,,,,,,,
4846,MTWQ/,,,,,,,,,,,,,,,,,
4847,MTWC>L/,,,,,,,,,,,,,,,,,
4848,MTWCLX/,,,,,,,,,,,,,,,,,
4849,MTX[,,sprede ud,,,,,,,,,,,,,,,
4850,MTJ,hvornår,,,,,,,,,,,,,,,,
4851,MTKNT/,,,,,,,,,,,,,,,,,
4852,MTL<WT/,,,,,,,,,,,,,,,,,
4853,MTM/,,,,,,,,,,,,,,,,,
4854,MTN/,,,,,,,,,,,,,,,,,
4855,MTN=/,,,,,,,,,,,,,,,,,
4856,MTNH/,,,,,,,,,,,,,,,,,
4857,MTNH=/,,,,,,,,,,,,,,,,,
4858,MTNJ/,,,,,,,,,,,,,,,,,
4859,MTNJ=/,,,,,,,,,,,,,,,,,
4860,MTNJH/,,,,,,,,,,,,,,,,,
4861,MTNJHW/,,,,,,,,,,,,,,,,,
4862,MTNJM/,lænder,,,,,,,,,,,,,,,,
4863,MTQ/,,,,,,,,,,,,,,,,,
4864,MTQ=/,,,,,,,,,,,,,,,,,
4865,MTQ[,,,,,,,,,,,,,,,,,
4866,MTQH/,,,,,,,,,,,,,,,,,
4867,MTRDT/,,,,,,,,,,,,,,,,,
4868,MTT/,,,,,,,,,,,,,,,,,
4869,MTTH/,,,,,,,,,,,,,,,,,
4870,MTTJH/,,,,,,,,,,,,,,,,,
4871,MTTJHW/,,,,,,,,,,,,,,,,,
4872,N>,"vær venlig at, dog, nu",,,,,,,,,,,,,,,,
4873,N>/,,,,,,,,,,,,,,,,,
4874,N>=/,,,,,,,,,,,,,,,,,
4875,N>_>MWN/,,,,,,,,,,,,,,,,,
4876,N>D/,,,,,,,,,,,,,,,,,
4877,N>H[,,,,,,,,,,,,,,,,,
4878,N>WH/,,,,,,,,,,,,,,,,,
4879,N>M/,"udsagn, ytring ",,,,,,,,,,,,,,,,
4880,N>M[,,,,,,,,,,,,,,,,,
4881,N>P[,,bryde ægteskab,,,,,,,,,,,,,,,
4882,N>PWPJM/,,,,,,,,,,,,,,,,,
4883,N>PJM/,,,,,,,,,,,,,,,,,
4884,N>Y[,,,,,,,,,,,,,,,,,
4885,N>YH/,,,,,,,,,,,,,,,,,
4886,N>YH=/,,,,,,,,,,,,,,,,,
4887,N>Q[,,,,,,,,,,,,,,,,,
4888,N>QH/,"jamren, stønnen",,,,,,,,,,,,,,,,
4889,N>R[,,,,,,,,,,,,,,,,,
4890,NB/,,,,,,,,,,,,,,,,,
4891,NB>[,,,,,,,,,,,,,,,,,
4892,NBB[,,,,,,,,,,,,,,,,,
4893,NBW/,,,,,,,,,,,,,,,,,
4894,NBW=/,,,,,,,,,,,,,,,,,
4895,NBW>H/,,,,,,,,,,,,,,,,,
4896,NBWZR>DN/,,,,,,,,,,,,,,,,,
4897,NBWKDN>YR/,,,,,,,,,,,,,,,,,
4898,NBWKDR>YR/,,,,,,,,,,,,,,,,,
4899,NBWCZBN/,,,,,,,,,,,,,,,,,
4900,NBWT/,,,,,,,,,,,,,,,,,
4901,NBX/,,,,,,,,,,,,,,,,,
4902,NBX=/,,,,,,,,,,,,,,,,,
4903,NBX[,,,,,,,,,,,,,,,,,
4904,NBXZ/,,,,,,,,,,,,,,,,,
4905,NBV/,,,,,,,,,,,,,,,,,
4906,NBV[,,,,,,,"se efter, se på",,,,,,,,,,
4907,NBJ>/,profet,,,,,,,,,,,,,,,,
4908,NBJ>H/,,,,,,,,,,,,,,,,,
4909,NBJWT/,,,,,,,,,,,,,,,,,
4910,NBK/,,,,,,,,,,,,,,,,,
4911,NBL/,"tåbelig, gudløs, tåbe ",,,,,,,,,,,,,,,,
4912,NBL=/,,,,,,,,,,,,,,,,,
4913,NBL==/,,,,,,,,,,,,,,,,,
4914,NBL===/,,,,,,,,,,,,,,,,,
4915,NBL[,,"visne, forsvinde, være dum",,,,,,,,,,,,,,,
4916,NBLH/,,,,,,,,,,,,,,,,,
4917,NBLH=/,,,,,,,,,,,,,,,,,
4918,NBLWT/,,,,,,,,,,,,,,,,,
4919,NBLV/,,,,,,,,,,,,,,,,,
4920,NB<[,,,,,,,,,,,,,,,,,
4921,NBCN/,,,,,,,,,,,,,,,,,
4922,NGB/,"Sydlandet, Negev",,,,,,,,,,,,,,,,
4923,NGD/,"mod, overfor (n, prep, adv)",,,,,,,,,,,,,,,,
4924,NGD[,,,,,,,"gøre kendt, fortælle, rapportere",blive rapporteret,,,,,,,,,
4925,NGH/,,,,,,,,,,,,,,,,,
4926,NGH=/,,,,,,,,,,,,,,,,,
4927,NGH[,,,,,,,,,,,,,,,,,
4928,NGHH/,,,,,,,,,,,,,,,,,
4929,NGX/,stangende,,,,,,,,,,,,,,,,
4930,NGX[,,stange,,,,,,,,,,,,,,,
4931,NGJD/,"leder, regent, prins, embedsmand",,,,,,,,,,,,,,,,
4932,NGJNH/,strengespil,,,,,,,,,,,,,,,,
4933,NGN[,,,,,,,,,,,,,,,,,
4934,NG</,"slag, angreb, plage",,,,,,,,,,,,,,,,
4935,NG<[,,"røre, skade, ankomme",,"ramme, påfører sygdom",,,"røre, ankomme, kaste, indtræffe",,,,,,,,,,
4936,NGP/,,,,,,,,,,,,,,,,,
4937,NGP[,,"skade, slå, forøve legemesbekadigelse",,,,,,,,,,,,,,,
4938,NGR[,,,,,,,,,,,,,,,,,
4939,NGC[,,"nærme sig, være nær ved",nærme sig,,,,bringe nær hen til,,,,,,,,,,
4940,NGF[,,"banke, inddrive, presse",presses hård,,,,,,,,,,,,,,
4941,ND/,,,,,,,,,,,,,,,,,
4942,NDB/,,,,,,,,,,,,,,,,,
4943,NDB[,,,,,,,,,,,,,,,,,
4944,NDBH/,,,,,,,,,,,,,,,,,
4945,NDBJH/,,,,,,,,,,,,,,,,,
4946,NDD[,,,,,,,,,,,,,,,,,
4947,NDDJM/,,,,,,,,,,,,,,,,,
4948,NDH/,,,,,,,,,,,,,,,,,
4949,NDH=/,,,,,,,,,,,,,,,,,
4950,NDH[,,,,,,,,,,,,,,,,,
4951,NDX[,,,,,,,,,,,,,,,,,
4952,NDJ/,,,,,,,,,,,,,,,,,
4953,NDJB/,"frivillig, fornemme",,,,,,,,,,,,,,,,
4954,NDJBH/,,,,,,,,,,,,,,,,,
4955,NDN/,,,,,,,,,,,,,,,,,
4956,NDN=/,,,,,,,,,,,,,,,,,
4957,NDP[,,,,,,,,,,,,,,,,,
4958,NDR/,løfte,,,,,,,,,,,,,,,,
4959,NDR[,,aflægge løfte,,,,,,,,,,,,,,,
4960,NH/,,,,,,,,,,,,,,,,,
4961,NHG=[,,,,,,,,,,,,,,,,,
4962,NHG[,,"føre, lede, drive",,,,,,,,,,,,,,,
4963,NHH=[,,,,,,,,,,,,,,,,,
4964,NHH[,,,,,,,,,,,,,,,,,
4965,NHJ/,,,,,,,,,,,,,,,,,
4966,NHL[,,,,"lede, rådgive",,,,,,,,,,,,,
4967,NHLL/,vandingsplads,,,,,,,,,,,,,,,,
4968,NHLL=/,,,,,,,,,,,,,,,,,
4969,NHLL==/,,,,,,,,,,,,,,,,,
4970,NHM/,,,,,,,,,,,,,,,,,
4971,NHM[,,,,,,,,,,,,,,,,,
4972,NHMH/,,,,,,,,,,,,,,,,,
4973,NHQ[,,,,,,,,,,,,,,,,,
4974,NHR/,flod,,,,,,,,,,,,,,,,
4975,NHR=[,,,,,,,,,,,,,,,,,
4976,NHR[,,"å, flod",,,,,,,,,,,,,,,
4977,NHRH/,,,,,,,,,,,,,,,,,
4978,NW>[,,,,,,,,,,,,,,,,,
4979,NWB[,,,,,,,,,,,,,,,,,
4980,NWD/,,,,,,,,,,,,,,,,,
4981,NWD[,,"vise sympati, svaje, være hjemløs",,,,,,,,,,,,,,,
4982,NWDB/,,,,,,,,,,,,,,,,,
4983,NWH/,,,,,,,,,,,,,,,,,
4984,NWH=/,,,,,,,,,,,,,,,,,
4985,NWH==/,,,,,,,,,,,,,,,,,
4986,NWH=[,,,,,,,,,,,,,,,,,
4987,NWH[,,,,,,,,,,,,,,,,,
4988,NWX/,,,,,,,,,,,,,,,,,
4989,NWX=[,,,,,,,,,,,,,,,,,
4990,NWX[,,"hvile, bosætte sig",,,,,"anbringe, sætte",,,,,,,,,,
4991,NWXH/,,,,,,,,,,,,,,,,,
4992,NWV[,,,,,,,,,,,,,,,,,
4993,NWM[,,falde i søvn,,,,,,,,,,,,,,,
4994,NWMH/,,,,,,,,,,,,,,,,,
4995,NWN/,,,,,,,,,,,,,,,,,
4996,NWS[,,flygte,,,,,,,,,,,,,,,
4997,NW<[,,"ryste, vakle",,,,,"ryste, få til at vakle, gøre hjemløs",,,,,,,,,,
4998,NW<DJH/,,,,,,,,,,,,,,,,,
4999,NWP/,,,,,,,,,,,,,,,,,
5000,NWP=[,,,,,,,,,,,,,,,,,
5001,NWP[,,,,,,,"svinge med, bevæge frem og tilbage",,,,,,,,,,
5002,NWY[,,,,,,,,,,,,,,,,,
5003,NWYH/,,,,,,,,,,,,,,,,,
5004,NWC[,,,,,,,,,,,,,,,,,
5005,NZH[,,bestænkes,,,,,stænke på,,,,,,,,,,
5006,NZJD/,,,,,,,,,,,,,,,,,
5007,NZJR/,,,,,,,,,,,,,,,,,
5008,NZL[,,,,,,,,,,,,,,,,,
5009,NZM/,,,,,,,,,,,,,,,,,
5010,NZQ/,,,,,,,,,,,,,,,,,
5011,NZR/,,,,,,,,,,,,,,,,,
5012,NZR[,,,,,,,,,,,,,,,,,
5013,NX/,Noa,,,,,,,,,,,,,,,,
5014,NXBJ/,,,,,,,,,,,,,,,,,
5015,NXH=[,,lede,,,,,,,,,,,,,,,
5016,NXH[,,,,,,,,,,,,,,,,,
5017,NXWM/,,,,,,,,,,,,,,,,,
5018,NXWM=/,,,,,,,,,,,,,,,,,
5019,NXWR/,,,,,,,,,,,,,,,,,
5020,NXWC/,,,,,,,,,,,,,,,,,
5021,NXWCH/,,,,,,,,,,,,,,,,,
5022,NXJLWT/,,,,,,,,,,,,,,,,,
5023,NXJRJM/,,,,,,,,,,,,,,,,,
5024,NXL/,"wadi, flodleje der kun er vandfyldt i regntiden ",,,,,,,,,,,,,,,,
5025,NXL[,,arve ejendom,,,,,,,,,,,,,,,
5026,NXLH/,"arvelod, ejendom",,,,,,,,,,,,,,,,
5027,NXLJ>L/,,,,,,,,,,,,,,,,,
5028,NXLMJ/,,,,,,,,,,,,,,,,,
5029,NXM/,,,,,,,,,,,,,,,,,
5030,NXM=/,,,,,,,,,,,,,,,,,
5031,NXM[,,,"være ked af, fortryde",trøste,trøstes,,,,,,,,,,,,
5032,NXMH/,,,,,,,,,,,,,,,,,
5033,NXMJH/,,,,,,,,,,,,,,,,,
5034,NXMJM/,,,,,,,,,,,,,,,,,
5035,NXMNJ/,,,,,,,,,,,,,,,,,
5036,NXNW,vi,,,,,,,,,,,,,,,,
5037,NXY[,,,,,,,,,,,,,,,,,
5038,NXR/,,,,,,,,,,,,,,,,,
5039,NXR[,,,,,,,,,,,,,,,,,
5040,NXRH/,,,,,,,,,,,,,,,,,
5041,NXRJ/,,,,,,,,,,,,,,,,,
5042,NXC/,slange,,,,,,,,,,,,,,,,
5043,NXC=/,,,,,,,,,,,,,,,,,
5044,NXC==/,,,,,,,,,,,,,,,,,
5045,NXC[,,,,,,,,,,,,,,,,,
5046,NXCWN/,,,,,,,,,,,,,,,,,
5047,NXCT/,,,,,,,,,,,,,,,,,
5048,NXCT=/,,,,,,,,,,,,,,,,,
5049,NXCT>/,,,,,,,,,,,,,,,,,
5050,NXCTN/,,,,,,,,,,,,,,,,,
5051,NXT/,,,,,,,,,,,,,,,,,
5052,NXT=/,,,,,,,,,,,,,,,,,
5053,NXT==/,,,,,,,,,,,,,,,,,
5054,NXT===/,,,,,,,,,,,,,,,,,
5055,NXT[,,,,,,,,,,,,,,,,,
5056,NVH[,,"strække ud, vende",,,,,"strække ud, sprede, dreje af",,,,,,,,,,
5057,NVWPTJ/,,,,,,,,,,,,,,,,,
5058,NVJL/,,,,,,,,,,,,,,,,,
5059,NVJ</,,,,,,,,,,,,,,,,,
5060,NVJCWT/,,,,,,,,,,,,,,,,,
5061,NVL/,,,,,,,,,,,,,,,,,
5062,NVL[,,"løfte, bære",,,,,,,,,,,,,,,
5063,NV</,,,,,,,,,,,,,,,,,
5064,NV<[,,plante,plantes,,,,,,,,,,,,,,
5065,NV<JM/,,,,,,,,,,,,,,,,,
5066,NVP/,,,,,,,,,,,,,,,,,
5067,NVP=/,,,,,,,,,,,,,,,,,
5068,NVP[,,,,,,,,,,,,,,,,,
5069,NVPH/,,,,,,,,,,,,,,,,,
5070,NVPH=/,,,,,,,,,,,,,,,,,
5071,NVR=[,,,,,,,,,,,,,,,,,
5072,NVR[,,,,,,,,,,,,,,,,,
5073,NVC[,,"efterlade, forlade, tillade",,,,,,,,,,,,,,,
5074,NJ/,,,,,,,,,,,,,,,,,
5075,NJB/,,,,,,,,,,,,,,,,,
5076,NJBJ/,,,,,,,,,,,,,,,,,
5077,NJD/,,,,,,,,,,,,,,,,,
5078,NJWT/,,,,,,,,,,,,,,,,,
5079,NJXX/,,,,,,,,,,,,,,,,,
5080,NJN/,,,,,,,,,,,,,,,,,
5081,NJN[,,,,,,,,,,,,,,,,,
5082,NJNWH/,Nineve,,,,,,,,,,,,,,,,
5083,NJSN/,,,,,,,,,,,,,,,,,
5084,NJYWY/,,,,,,,,,,,,,,,,,
5085,NJR/,,,,,,,,,,,,,,,,,
5086,NJR=/,,,,,,,,,,,,,,,,,
5087,NJR[,,,,,,,,,,,,,,,,,
5088,NK>/,,,,,,,,,,,,,,,,,
5089,NK>=/,,,,,,,,,,,,,,,,,
5090,NK>[,,,,,,,,,,,,,,,,,
5091,NK>T/,,,,,,,,,,,,,,,,,
5092,NKD/,,,,,,,,,,,,,,,,,
5093,NKH/,,,,,,,,,,,,,,,,,
5094,NKH=/,,,,,,,,,,,,,,,,,
5095,NKH==/,,,,,,,,,,,,,,,,,
5096,NKH[,,,blive ramt,,blive slået (ned),,"slå, plage","blive slået, blive plaget",,,,,,,,,
5097,NKW/,,,,,,,,,,,,,,,,,
